shot_id,cycle_time_s,cast_pressure_bar,hi_v_mm_s,p_rise_bar,filling_time_s,biscuit_thickness_mm,die_temperature_c,shot_weight_kg,reject
752,60.863,783.791,139.774,199.667,0.4162,9.45,223.084,3.187,0
753,58.143,745.903,137.7,209.106,0.4386,9.221,214.426,3.124,0
754,69.785,772.511,141.815,197.583,0.4105,9.71,217.522,3.23,0
755,68.784,787.606,143.024,201.347,0.415,9.478,213.839,3.233,0
756,66.317,763.933,134.745,201.738,0.427,9.671,207.183,3.214,0
757,58.501,794.421,168.029,221.818,0.4208,9.341,213.882,3.208,0
758,65.249,760.138,137.197,205.382,0.4339,9.077,217.064,3.318,0
759,64.431,776.182,133.656,203.921,0.4105,10.107,218.673,3.156,0
760,63.682,770.376,137.225,223.927,0.3982,10.041,214.212,3.29,0
761,66.749,785.57,146.31,213.108,0.4479,9.809,204.607,3.149,0
762,64.414,769.799,145.766,212.881,0.4674,9.364,207.581,3.278,0
763,64.812,776.671,147.885,207.677,0.4289,9.395,225.598,3.286,0
764,64.42,777.081,148.861,206.078,0.3969,9.984,209.828,3.179,1
765,63.295,767.493,136.734,190.69,0.4092,9.376,222.291,3.316,0
766,55.222,785.004,148.884,218.604,0.4279,9.279,209.516,3.233,0
767,62.318,784.466,140.207,212.532,0.443,10.155,214.126,3.139,0
768,59.886,777.243,139.835,207.43,0.3989,9.483,217.872,3.174,0
769,57.137,769.577,135.449,206.801,0.4204,10.119,210.315,3.279,0
770,68.391,797.853,142.037,215.237,0.4191,9.011,223.728,3.265,0
771,68.57,779.369,152.26,199.16,0.4357,9.681,216.167,3.126,0
772,67.165,777.32,149.016,206.165,0.4145,10.225,217.924,3.19,0
773,62.97,782.418,152.562,202.573,0.3912,9.51,213.778,3.214,0
774,67.132,813.361,155.284,226.434,0.4228,9.408,218.909,3.164,0
775,62.046,755.899,143.207,216.611,0.4463,9.091,222.899,3.365,0
776,62.771,794.281,136.955,190.609,0.4149,9.879,214.436,3.216,0
777,57.845,743.638,140.133,196.819,0.4364,9.23,223.15,3.196,0
778,63.509,784.741,147.662,209.527,0.4103,9.467,212.123,3.283,0
779,62.229,808.478,157.933,209.066,0.3977,9.068,218.848,3.174,0
780,57.05,786.073,149.482,200.391,0.437,10.045,216.852,3.271,0
781,61.805,782.964,138.98,224.234,0.4262,9.904,209.634,3.083,0
782,61.697,769.745,131.437,209.517,0.4314,9.489,216.033,3.168,0
783,68.831,784.316,141.31,212.987,0.446,9.096,215.857,3.273,0
784,65.398,777.332,148.154,205.158,0.4017,10.038,211.142,3.31,0
785,62.043,765.876,145.594,215.909,0.4136,9.372,216.795,3.146,0
786,62.945,775.302,134.015,204.54,0.424,9.113,215.845,3.138,0
787,62.168,783.663,139.231,206.464,0.4089,8.883,214.657,3.24,0
788,61.229,765.766,135.667,212.835,0.4377,9.274,214.565,3.156,0
789,57.887,763.225,137.466,195.311,0.4208,8.991,214.056,3.181,0
790,61.426,755.2,128.026,219.042,0.4083,9.282,213.093,3.261,0
791,59.165,785.474,136.688,209.63,0.4198,9.761,215.359,3.162,0
792,57.249,787.203,141.408,219.457,0.4213,9.369,211.21,3.062,0
793,63.943,785.238,147.175,201.875,0.4355,9.624,228.517,3.109,0
794,63.487,798.191,142.193,201.997,0.4225,9.247,208.132,3.201,0
795,55.211,777.847,143.544,200.384,0.4288,9.523,211.262,3.07,1
796,61.534,786.8,154.45,214.081,0.4241,10.172,212.415,3.179,0
797,65.784,787.55,138.153,209.021,0.4147,9.378,225.657,3.103,0
798,66.025,780.566,143.725,206.004,0.407,9.635,208.882,3.315,0
799,65.898,772.589,149.95,202.976,0.4271,8.952,217.597,3.352,0
800,62.148,819.936,154.053,201.859,0.404,10.032,216.26,3.126,0
801,58.789,770.099,138.014,208.075,0.4529,9.333,216.283,3.218,0
802,57.882,765.749,148.869,207.127,0.4477,9.868,220.688,3.133,0
803,63.309,788.532,145.416,204.607,0.4293,9.457,221.236,3.178,0
804,63.441,785.326,154.329,224.429,0.4255,9.714,212.918,3.326,0
805,66.892,757.404,141.224,208.511,0.4241,9.735,216.557,3.167,0
806,66.18,802.507,149.352,221.118,0.3917,9.342,206.181,3.18,0
807,61.498,778.028,147.766,206.343,0.4166,9.882,215.435,3.134,0
808,57.272,757.403,140.464,210.96,0.4275,9.234,210.463,3.28,0
809,60.787,800.731,158.366,212.497,0.4189,9.772,213.923,2.972,1
810,62.825,791.716,144.676,196.348,0.4255,9.363,206.672,3.169,0
811,61.232,756.816,138.333,219.96,0.4424,9.622,216.932,3.197,0
812,59.804,810.781,153.804,210.856,0.3998,9.338,206.254,3.154,0
813,62.961,792.387,153.645,217.873,0.4046,9.517,215.857,3.26,1
814,60.085,778.763,137.453,202.323,0.4464,9.124,208.638,3.284,0
815,59.613,807.311,160.312,212.05,0.427,9.587,210.465,3.101,0
816,63.184,783.518,149.32,204.016,0.4121,9.515,220.916,3.347,0
817,60.472,778.654,135.378,217.771,0.4184,9.311,217.756,3.1,0
818,62.928,768.625,150.045,213.601,0.421,9.481,220.857,3.29,0
819,63.038,791.044,163.952,217.106,0.4178,9.547,222.923,3.21,0
820,57.67,786.197,153.872,222.817,0.427,9.284,210.616,3.165,1
821,60.171,779.258,154.766,221.399,0.4658,9.455,222.275,3.171,0
822,67.464,768.785,142.233,215.514,0.4262,9.148,208.328,3.198,0
823,57.584,779.91,133.342,196.062,0.4319,10.321,218.201,3.215,0
824,53.957,774.32,130.387,201.22,0.3911,9.871,211.568,3.136,1
825,54.925,752.106,138.417,200.521,0.4182,9.596,209.499,3.184,0
826,62.111,753.568,132.927,213.164,0.4487,9.91,218.086,3.146,0
827,62.117,790.237,141.669,210.632,0.4247,8.807,219.739,3.115,0
828,61.553,732.92,130.437,195.672,0.3528,8.605,219.523,3.143,0
829,66.614,786.235,151.18,209.85,0.4306,9.36,216.628,3.12,0
830,51.843,765.808,130.573,194.873,0.4581,9.018,214.441,3.171,0
831,63.505,804.376,149.171,210.492,0.378,9.417,217.815,3.23,0
832,67.933,774.381,153.883,198.711,0.4488,9.572,217.231,3.208,0
833,57.714,789.514,140.327,213.203,0.3677,9.822,217.193,3.338,0
834,60.557,772.062,148.707,213.839,0.4389,9.102,215.847,3.045,0
835,59.139,780.474,141.749,224.548,0.4197,9.64,218.871,3.233,0
836,58.601,791.394,152.239,218.376,0.3749,9.505,206.456,3.2,0
837,60.76,770.992,149.979,207.712,0.4303,9.622,214.195,3.257,0
838,67.424,800.921,156.465,219.067,0.4355,9.318,208.732,3.25,0
839,68.982,765.954,147.15,199.292,0.4301,9.984,217.221,3.188,1
840,60.723,784.601,138.319,200.83,0.4294,9.464,223.056,3.212,0
841,69.239,800.589,158.972,215.739,0.4074,10.121,213.498,3.148,0
842,62.135,791.955,142.618,192.21,0.3835,9.223,215.652,3.243,0
843,68.664,818.161,158.265,212.621,0.4229,9.76,219.582,3.068,0
844,61.645,766.063,142.627,201.316,0.455,9.479,204.619,3.254,0
845,62.498,755.449,141.031,209.937,0.4465,9.385,212.449,3.198,0
846,63.389,762.866,142.218,200.766,0.3885,9.721,216.989,3.166,0
847,74.08,798.532,144.653,213.318,0.3881,9.395,201.965,3.184,0
848,65.235,790.742,138.773,208.785,0.4021,8.568,210.504,3.189,0
849,59.312,780.362,151.215,222.57,0.3912,8.428,220.182,3.291,0
850,65.682,761.812,140.844,209.14,0.4253,9.945,220.457,3.426,0
851,60.625,793.047,156.96,206.482,0.4238,9.931,216.707,3.285,0
852,60.139,756.932,137.766,206.434,0.4,10.161,219.188,3.16,0
853,65.453,802.76,141.992,198.584,0.4283,9.494,216.49,3.244,0
854,62.118,831.499,167.213,218.136,0.4179,9.048,217.791,3.247,0
855,63.059,787.178,144.561,214.622,0.4083,9.353,213.549,3.135,0
856,62.053,790.525,150.552,230.975,0.4143,9.504,215.585,3.112,0
857,63.279,771.832,138.017,203.489,0.3869,9.148,211.992,3.196,0
858,63.615,748.304,147.001,208.298,0.4219,10.077,221.511,3.257,0
859,54.64,765.103,134.395,203.061,0.4239,10.284,221.725,3.087,0
860,64.533,761.721,137.154,209.971,0.4276,9.667,222.204,3.15,0
861,58.268,751.901,137.323,211.364,0.4338,9.496,212.512,3.24,0
862,56.519,807.988,145.751,209.738,0.4174,9.047,209.573,3.203,0
863,61.778,784.789,148.75,219.516,0.414,10.041,221.358,3.299,0
864,62.319,787.01,158.386,208.009,0.4234,9.527,217.758,3.101,0
865,59.365,772.988,139.463,216.671,0.4398,9.399,216.327,3.365,0
866,65.158,778.625,147.354,214.826,0.4186,9.668,212.211,3.092,1
867,56.9,794.557,130.121,206.63,0.4221,9.295,216.516,3.058,1
868,60.454,778.567,144.298,207.326,0.417,9.551,209.388,3.196,0
869,59.777,788.33,145.308,229.481,0.4063,8.995,217.904,3.121,0
870,61.823,776.375,138.183,201.964,0.4303,9.88,221.873,3.197,0
871,63.06,774.424,150.897,213.681,0.4114,9.463,223.282,3.195,0
872,58.17,752.569,134.487,201.685,0.4338,9.906,218.083,3.186,0
873,64.752,745.914,133.532,221.762,0.429,9.43,208.42,3.141,0
874,62.239,775.424,140.987,216.212,0.4157,9.452,216.015,3.23,0
875,54.811,777.063,130.701,201.427,0.4148,9.076,224.836,3.178,1
876,54.557,752.756,128.903,210.559,0.4177,9.766,209.764,3.277,1
877,61.953,779.354,151.534,213.499,0.3905,9.193,214.698,3.187,0
878,61.16,780.506,130.382,202.651,0.4268,9.33,221.967,3.132,0
879,61.607,740.976,127.929,212.31,0.4339,9.5,218.039,3.082,0
880,61.894,763.469,137.243,211.408,0.4394,9.542,227.388,3.188,0
881,62.857,787.802,159.546,214.926,0.4085,8.903,211.439,3.111,0
882,65.601,788.948,153.065,211.439,0.4519,9.419,210.483,3.106,0
883,57.778,756.912,134.173,211.067,0.4189,9.778,220.614,3.237,1
884,57.547,780.403,154.252,213.871,0.4041,9.368,208.486,3.076,0
885,57.845,796.118,144.652,210.396,0.3981,9.421,213.518,3.299,0
886,63.098,794.591,156.441,207.389,0.3851,9.557,214.804,3.211,0
887,66.731,780.887,135.754,221.516,0.4474,9.456,220.748,3.197,0
888,60.361,770.675,149.715,202.634,0.447,9.139,217.875,3.128,0
889,52.494,763.443,137.19,211.703,0.435,9.487,216.145,3.254,0
890,55.525,784.859,139.258,206.175,0.4027,9.848,212.211,3.2,0
891,58.834,781.771,144.011,223.859,0.4522,9.132,220.695,3.152,0
892,59.881,790.164,149.99,203.87,0.4111,9.369,234.875,3.214,0
893,60.448,781.52,141.993,203.456,0.4148,9.016,218.27,3.082,0
894,62.147,794.818,153.323,204.073,0.4422,9.829,215.516,3.086,0
895,60.815,781.051,141.234,211.759,0.4316,9.468,208.369,3.122,0
896,65.987,796.318,154.238,201.048,0.4555,9.202,212.291,3.224,0
897,59.431,794.262,152.374,207.794,0.4209,9.532,213.623,3.2,0
898,58.723,763.716,139.688,191.613,0.4169,9.079,211.934,3.273,0
899,63.82,748.454,132.447,209.162,0.4169,9.138,215.138,3.136,0
900,56.165,804.573,153.433,207.853,0.3806,8.989,223.19,3.24,0
901,70.481,700.434,128.482,171.302,0.4136,9.127,209.414,3.192,0
902,69.39,664.354,128.239,191.837,0.4483,9.975,202.253,3.134,1
903,68.44,681.843,125.629,172.117,0.4341,9.243,196.891,3.227,0
904,75.035,712.213,134.996,191.015,0.4161,9.663,210.411,3.195,0
905,66.636,688.665,142.719,180.73,0.4037,9.207,202.471,3.156,1
906,76.829,690.089,125.138,195.283,0.4253,9.766,195.307,3.203,1
907,68.143,719.745,133.816,190.376,0.432,9.141,206.459,3.191,0
908,64.147,673.48,121.472,173.599,0.4331,9.514,207.546,3.189,1
909,69.266,680.779,111.671,172.171,0.4266,9.518,190.902,3.171,1
910,64.91,696.556,120.359,186.263,0.4053,10.315,198.386,3.109,1
911,66.143,700.457,121.094,179.482,0.4342,9.721,202.105,3.205,1
912,70.509,704.764,130.462,182.287,0.3612,9.292,206.854,3.144,0
913,71.111,712.563,127.05,193.069,0.4225,9.74,200.675,3.129,0
914,66.636,697.274,124.65,176.373,0.4657,10.248,198.556,3.183,1
915,72.752,705.873,133.874,185.123,0.3901,8.93,207.086,3.251,1
916,73.399,692.753,128.368,190.818,0.4162,9.205,201.186,3.213,0
917,74.458,699.13,123.107,188.496,0.4188,9.417,206.365,3.163,1
918,71.012,698.042,119.223,179.892,0.4109,9.354,197.684,3.16,0
919,74.181,701.721,132.963,181.881,0.437,9.384,196.86,3.245,0
920,61.853,704.975,131.41,169.94,0.426,9.044,205.919,3.032,1
921,67.792,704.328,114.555,171.692,0.4204,9.991,204.118,3.256,0
922,65.705,693.984,120.503,183.998,0.4346,9.002,207.217,3.069,1
923,69.453,680.685,119.864,180.207,0.4239,9.43,200.391,3.101,1
924,66.828,695.024,128.459,183.8,0.4772,9.866,198.764,3.164,1
925,68.369,694.148,129.115,191.659,0.4229,9.489,209.728,3.352,0
926,76.152,702.411,127.211,173.428,0.4217,9.157,196.243,3.317,0
927,68.355,734.363,138.906,183.61,0.3794,9.028,209.18,3.249,0
928,70.572,686.437,120.88,183.043,0.4124,9.42,209.791,3.225,1
929,68.117,702.116,120.418,175.799,0.4389,9.235,207.195,3.07,0
930,69.288,714.391,126.988,194.329,0.3911,9.572,199.595,3.211,0
931,69.023,696.777,123.666,189.415,0.3807,9.009,198.92,3.162,1
932,70.704,738.018,135.663,187.107,0.4098,9.785,202.154,3.143,0
933,73.428,690.631,108.49,193.162,0.4458,9.54,197.056,3.211,0
934,75.26,704.277,123.001,170.009,0.4184,9.566,198.943,3.167,1
935,70.177,681.269,119.274,181.118,0.4174,10.004,206.365,3.261,0
936,71.24,689.905,119.502,184.161,0.3878,9.347,206.516,3.064,0
937,64.627,697.076,121.895,174.44,0.4276,9.246,197.227,3.205,1
938,68.666,710.05,130.931,186.151,0.4281,9.308,206.341,3.138,0
939,72.573,702.709,117.76,171.995,0.386,9.433,205.7,3.171,1
940,72.291,719.474,118.946,186.633,0.4343,9.468,210.944,3.221,1
941,69.804,693.733,120.183,189.843,0.4341,9.209,205.942,3.122,1
942,72.368,690.874,127.111,185.083,0.4414,8.792,208.697,3.211,0
943,70.865,744.697,149.722,173.056,0.4181,9.304,205.609,3.185,0
944,73.561,704.605,131.356,176.104,0.4294,9.626,208.447,3.154,0
945,70.1,682.654,109.018,183.442,0.4325,9.548,196.696,3.167,0
946,67.648,681.76,117.401,180.938,0.4389,9.92,202.229,3.189,0
947,70.276,678.734,119.917,159.77,0.3913,10.184,202.958,3.146,1
948,57.864,705.733,127.463,192.925,0.3903,9.766,200.445,3.2,0
949,70.455,689.241,125.048,183.544,0.4082,9.984,205.394,3.181,0
950,55.136,689.667,114.981,173.683,0.419,9.768,204.508,3.157,1
951,62.451,690.255,122.031,189.746,0.4282,10.098,204.175,3.311,0
952,70.717,709.111,130.176,178.158,0.4223,10.148,202.321,3.229,0
953,70.815,680.757,124.507,176.824,0.4437,9.833,199.539,3.173,0
954,64.583,673.21,110.823,182.188,0.4461,9.747,207.956,3.21,1
955,66.294,697.549,121.349,195.885,0.4037,9.428,204.424,3.128,1
956,74.208,708.682,108.178,191.728,0.4209,9.486,198.532,3.169,1
957,67.161,699.974,120.142,184.249,0.4035,9.382,201.811,3.178,0
958,77.523,685.118,116.364,184.239,0.4191,9.717,195.306,3.113,0
959,68.993,707.191,119.52,187.566,0.4227,9.248,203.176,3.227,0
960,70.551,682.463,120.398,171.372,0.3618,9.433,202.194,3.165,1
961,68.144,773.992,142.806,214.67,0.4649,8.676,212.865,3.175,1
962,62.498,763.283,124.17,199.545,0.4344,10.103,222.983,3.16,1
963,58.191,801.326,152.906,214.287,0.4039,9.423,208.762,3.407,0
964,61.583,791.172,141.853,207.488,0.4519,9.659,218.482,3.154,0
965,61.865,790.815,151.644,215.471,0.411,10.01,225.917,3.055,0
966,56.814,799.597,141.906,210.264,0.4175,9.605,219.764,3.088,0
967,61.028,830.093,160.238,188.768,0.3987,10.006,214.726,3.253,1
968,59.18,747.683,133.323,208.862,0.4578,9.065,208.991,3.294,0
969,65.513,768.641,143.714,214.854,0.4209,10.339,208.611,3.152,0
970,62.132,768.981,142.567,213.032,0.4254,9.88,212.958,3.29,1
971,60.925,764.094,138.442,207.737,0.4456,9.573,211.436,3.252,0
972,61.597,760.382,128.361,219.477,0.4354,9.999,211.354,3.187,0
973,62.848,775.073,133.181,209.891,0.4203,9.091,213.47,3.182,0
974,64.344,759.39,134.73,211.242,0.4451,9.399,214.77,3.213,0
975,58.201,783.941,146.124,218.603,0.4647,10.005,216.97,3.261,0
976,58.042,778.754,140.368,211.882,0.426,8.847,208.336,3.228,0
977,66.198,790.967,152.667,204.503,0.4194,9.696,212.093,3.153,0
978,60.433,788.277,145.529,190.61,0.421,9.686,214.014,3.188,0
979,56.616,787.893,140.613,205.218,0.4416,10.189,213.376,3.339,0
980,63.686,774.206,141.315,215.277,0.4107,8.946,224.384,3.218,0
981,63.761,819.149,158.326,210.107,0.4052,10.063,216.373,3.261,0
982,56.183,781.021,147.58,216.977,0.3921,9.304,206.234,3.238,0
983,62.872,746.955,148.235,211.902,0.407,9.344,217.196,3.219,0
984,64.795,763.495,135.366,218.185,0.4148,9.072,218.064,3.208,0
985,63.423,749.453,135.322,205.509,0.4266,9.119,214.545,3.263,0
986,64.402,781.633,148.473,214.505,0.4514,9.641,209.221,3.25,0
987,56.664,774.873,143.298,213.673,0.4309,9.111,223.15,3.218,0
988,63.258,772.26,139.174,220.731,0.4055,9.759,209.802,3.151,0
989,60.85,815.564,144.824,196.308,0.398,9.268,218.166,3.227,0
990,60.165,788.873,144.086,206.132,0.4425,9.075,215.78,3.195,0
991,65.308,794.889,141.951,216.117,0.4366,9.315,218.401,3.178,0
992,67.621,766.332,128.813,218.806,0.4239,9.618,224.209,3.388,0
993,68.819,765.766,135.16,209.756,0.4156,9.403,218.626,3.092,0
994,66.996,783.41,138.693,206.271,0.4394,9.512,212.806,3.267,0
995,61.583,782.885,149.952,217.146,0.4014,9.744,220.48,3.14,0
996,63.34,747.324,139.405,215.719,0.4352,9.879,212.005,3.209,0
997,64.914,778.357,138.18,205.622,0.4613,9.391,216.167,3.38,0
998,62.46,780.507,143.33,212.275,0.4236,9.135,208.59,3.133,0
999,62.497,776.401,130.912,216.345,0.4069,9.527,209.893,3.149,0
1000,65.13,767.081,137.664,223.51,0.4306,9.665,215.633,3.199,0
1001,61.775,770.164,144.842,215.906,0.414,8.989,216.813,3.141,0
1002,59.229,775.292,149.362,211.313,0.3961,9.188,206.155,3.262,0
1003,60.425,780.768,140.239,208.52,0.4324,9.248,217.297,3.163,0
1004,64.409,792.211,156.026,216.885,0.4371,9.427,211.192,3.246,0
1005,62.011,799.462,140.229,208.025,0.4095,9.234,221.4,3.107,0
1006,63.293,775.413,134.89,209.293,0.4144,9.747,213.395,3.074,0
1007,64.546,773.19,147.925,202.18,0.4044,8.938,209.687,3.184,0
1008,60.576,787.094,158.826,223.418,0.4155,8.947,215.208,3.09,0
1009,64.874,792.576,152.227,202.468,0.4067,9.383,210.764,3.306,0
1010,63.44,772.976,142.61,206.017,0.4036,9.439,221.517,3.093,0
1011,57.308,791.646,133.128,208.169,0.4511,8.991,214.44,3.127,0
1012,67.481,800.647,137.037,224.176,0.4232,9.288,214.899,3.229,0
1013,60.097,802.204,152.567,208.283,0.4248,9.36,217.731,3.159,0
1014,55.711,808.551,151.059,206.005,0.4288,9.362,209.221,3.094,0
1015,58.029,762.22,131.925,202.717,0.4383,9.553,208.078,3.343,0
1016,58.12,778.116,144.894,223.248,0.413,9.268,216.576,3.13,0
1017,62.198,780.312,145.9,187.699,0.4248,10.017,209.525,3.186,0
1018,60.959,777.662,150.91,203.278,0.4157,9.671,209.375,3.185,0
1019,60.72,767.609,142.239,231.243,0.431,9.218,219.03,3.25,0
1020,64.355,754.555,145.965,214.939,0.4325,9.533,217.908,3.232,0
1021,63.292,782.379,145.77,201.321,0.4125,9.543,208.886,3.142,0
1022,63.201,766.83,140.242,208.618,0.3994,9.925,212.048,3.177,0
1023,63.557,782.404,153.172,212.337,0.422,9.29,210.668,3.184,0
1024,64.341,766.995,134.249,214.404,0.4196,9.769,224.163,3.252,0
1025,53.99,755.801,157.441,227.453,0.392,9.515,218.569,3.118,0
1026,60.615,783.456,148.664,213.914,0.4283,10.022,212.73,3.341,0
1027,53.715,778.16,147.114,206.147,0.4378,9.952,216.887,3.147,0
1028,62.137,790.502,151.826,217.798,0.4629,9.569,208.236,3.199,0
1029,61.982,819.336,169.941,209.901,0.4031,9.408,211.635,3.119,0
1030,65.973,787.176,152.7,203.427,0.4085,9.677,216.001,3.109,0
1031,66.513,791.214,137.129,194.189,0.3972,9.437,217.803,3.139,0
1032,62.771,761.028,149.133,198.388,0.4285,10.088,214.605,3.132,0
1033,60.099,755.79,135.351,200.706,0.4297,9.527,216.012,3.171,0
1034,63.844,809.505,154.602,202.69,0.398,9.358,215.613,3.131,0
1035,59.994,762.274,130.727,209.366,0.4213,9.339,213.941,3.249,0
1036,61.995,761.206,143.045,199.975,0.3891,9.075,213.519,3.145,0
1037,65.747,781.357,140.848,183.937,0.4363,9.695,213.318,3.137,0
1038,59.88,777.211,144.864,201.619,0.4068,9.213,215.905,3.172,0
1039,65.062,765.439,138.643,204.827,0.423,9.884,217.421,3.269,0
1040,64.574,775.926,157.253,207.852,0.3953,9.047,216.301,3.215,0
1041,58.372,800.133,164.916,226.538,0.4045,9.545,208.672,3.193,0
1042,65.701,767.528,141.584,204.34,0.4181,9.903,210.449,3.1,0
1043,64.655,756.374,138.36,215.587,0.4257,8.747,217.313,3.12,0
1044,62.387,797.18,147.54,210.407,0.4243,10.206,222.405,3.111,0
1045,59.103,787.268,154.922,211.845,0.4441,9.351,215.414,3.291,0
1046,58.735,767.035,138.808,201.955,0.4364,9.549,212.55,3.237,1
1047,59.957,750.397,133.17,206.927,0.4447,9.7,215.877,3.14,0
1048,64.062,767.731,148.169,204.576,0.4491,9.754,209.563,3.16,0
1049,58.369,777.018,140.337,210.334,0.431,9.596,221.109,3.142,0
1050,63.663,801.896,151.305,209.497,0.4139,9.849,216.132,3.138,0
1051,57.281,758.746,127.555,198.605,0.4435,9.682,211.086,3.232,1
1052,61.225,778.052,149.345,218.891,0.4398,10.116,214.073,3.18,0
1053,62.417,792.382,162.301,217.221,0.4286,9.683,212.415,3.346,0
1054,71.291,742.248,138.723,205.035,0.4033,10.188,222.673,3.288,0
1055,56.766,795.73,159.951,214.453,0.4009,9.815,213.361,3.292,0
1056,67.594,761.792,133.615,206.825,0.4196,8.868,216.448,3.247,0
1057,62.569,786.289,148.541,203.838,0.4325,10.414,217.937,3.17,0
1058,63.562,785.3,139.988,209.461,0.4183,9.299,211.484,3.242,0
1059,62.45,799.77,149.337,205.986,0.4355,10.023,216.023,3.176,0
1060,63.69,790.846,153.659,204.346,0.441,9.509,216.575,3.314,0
1061,61.416,736.888,132.779,194.329,0.4524,9.871,207.16,3.228,1
1062,67.525,768.913,131.785,204.224,0.4445,9.259,216.927,3.218,0
1063,60.265,781.534,136.255,212.612,0.401,9.719,214.563,3.209,0
1064,66.302,778.857,134.989,202.24,0.429,9.411,216.166,3.322,0
1065,59.551,787.25,150.615,231.401,0.4073,10.053,214.884,3.1,0
1066,61.771,794.083,163.672,221.193,0.3868,9.654,216.268,3.329,0
1067,57.927,788.712,157.151,223.108,0.4126,9.828,221.198,3.187,0
1068,63.729,777.094,130.856,213.25,0.4446,8.743,209.31,3.102,0
1069,67.491,749.786,145.883,225.017,0.4358,9.47,213.948,3.147,0
1070,61.706,771.64,149.047,204.594,0.4584,9.644,218.298,3.084,0
1071,61.252,787.083,136.308,187.602,0.4214,9.578,217.315,3.246,0
1072,57.764,758.042,136.29,204.515,0.4695,9.836,216.789,3.127,1
1073,61.129,790.884,155.934,216.871,0.4205,9.372,228.663,3.212,0
1074,55.947,793.022,152.76,212.919,0.4171,9.517,217.344,3.279,0
1075,58.531,780.376,135.949,210.213,0.3969,9.913,220.238,3.153,0
1076,62.862,725.326,132.873,217.899,0.4537,8.702,213.568,3.181,0
1077,67.012,759.751,123.963,208.428,0.416,9.706,210.637,3.109,0
1078,72.675,819.823,155.387,218.676,0.3984,9.383,214.709,3.173,0
1079,59.771,768.936,149.647,203.506,0.4458,9.181,218.292,3.38,0
1080,67.454,747.285,135.314,199.106,0.449,9.618,217.689,3.254,0
1081,62.926,802.744,148.331,223.646,0.4347,9.93,217.127,3.181,0
1082,61.425,779.924,151.203,212.172,0.4135,9.864,213.859,3.157,0
1083,63.644,800.793,158.061,207.888,0.4139,9.453,213.328,3.197,0
1084,62.235,785.115,155.705,207.384,0.4176,9.807,214.129,3.209,0
1085,62.42,788.485,153.666,206.713,0.432,9.804,218.673,3.171,0
1086,60.448,785.681,154.274,206.369,0.4465,9.469,219.017,3.237,0
1087,56.687,789.633,153.02,201.499,0.4242,9.257,209.331,3.133,0
1088,56.134,817.768,158.189,200.898,0.4461,9.278,218.108,3.133,0
1089,64.482,798.843,151.28,209.821,0.4314,9.793,212.044,3.226,0
1090,60.949,750.976,134.632,202.976,0.423,9.485,217.218,3.118,0
1091,59.735,786.794,138.552,217.439,0.4332,9.134,213.768,3.251,0
1092,62.032,800.564,144.482,212.231,0.4456,8.91,222.833,3.199,1
1093,65.021,803.31,150.019,213.227,0.4501,9.791,213.272,3.072,0
1094,62.685,772.698,144.5,203.945,0.4432,9.309,215.975,3.208,0
1095,59.507,799.598,160.965,212.544,0.4156,9.616,217.734,3.082,0
1096,66.66,799.262,150.486,214.095,0.4113,9.934,211.189,3.249,0
1097,68.001,829.606,166.906,220.549,0.418,9.042,215.356,3.183,0
1098,63.879,767.534,148.815,210.088,0.4532,9.484,213.893,3.33,0
1099,65.7,772.902,141.25,217.808,0.4296,9.44,212.875,3.275,0
1100,66.719,777.086,148.288,210.787,0.4289,9.633,213.368,3.126,0
1101,66.294,773.538,141.357,215.541,0.4225,9.934,221.075,3.059,0
1102,64.334,765.263,149.834,207.145,0.4178,9.035,212.287,3.147,0
1103,64.274,731.522,134.908,193.279,0.4292,9.699,218.105,3.115,0
1104,63.975,773.262,134.645,209.869,0.4241,9.861,216.81,3.328,0
1105,57.83,784.355,147.437,216.339,0.4498,9.435,207.515,3.199,0
1106,64.663,772.587,154.313,216.652,0.4175,9.452,217.915,3.265,0
1107,56.848,812.003,153.332,215.211,0.4129,9.646,207.314,3.18,0
1108,58.981,778.58,147.708,207.807,0.4048,9.621,217.778,3.187,0
1109,66.954,805.963,156.61,206.1,0.4264,9.704,213.058,3.198,0
1110,65.193,786.462,139.682,213.244,0.443,9.696,215.425,3.277,0
1111,67.652,797.984,153.97,215.385,0.4447,9.156,209.207,3.222,0
1112,60.968,784.459,136.581,203.661,0.4225,9.847,215.488,3.126,0
1113,57.621,802.23,147.29,219.379,0.4248,9.908,219.109,3.314,0
1114,61.086,780.504,152.681,204.627,0.4171,9.565,210.856,3.18,0
1115,62.388,789.143,150.24,206.485,0.4272,8.977,212.011,3.168,0
1116,62.3,786.759,144.896,223.069,0.424,9.46,217.309,3.002,0
1117,66.308,777.18,147.279,217.45,0.4218,9.568,217.915,3.244,0
1118,60.627,786.535,146.54,207.475,0.4208,9.099,202.664,3.207,0
1119,63.338,820.955,157.374,215.021,0.4179,9.374,225.238,3.207,0
1120,58.243,773.067,147.518,211.792,0.4164,9.007,217.192,3.172,0
1121,63.711,788.492,142.456,187.475,0.4135,9.713,218.69,3.16,1
1122,62.012,802.647,152.076,204.305,0.4451,9.558,214.284,3.174,0
1123,59.151,798.957,148.501,210.364,0.4641,8.924,205.381,3.232,1
1124,61.104,779.718,133.816,204.687,0.3984,9.623,218.266,3.245,0
1125,61.3,736.714,125.571,207.702,0.4082,9.48,212.09,3.184,0
